Customer ID,Monetaire_Total_Depense,Frequence_Nb_Commandes,Date_Premier_Achat,R_Score,F_Score,M_Score,RFM_Somme,RFM_Pourcentage
13658,5772.07,13,2010-02-05 13:17:00,1,5,5,11,367
13659,4706.43,17,2010-02-17 09:05:00,4,5,5,14,467
13660,295.74,2,2010-11-04 16:10:00,4,2,2,8,267
13661,325.24,1,2010-04-15 14:58:00,5,1,2,8,267
13662,2166.63,17,2010-02-19 13:21:00,3,5,4,12,400
13663,2013.6100000000001,6,2010-03-03 10:11:00,3,4,4,11,367
13664,-13.14,1,2010-01-26 16:31:00,5,1,1,7,233
13665,1711.6599999999999,3,2010-07-23 13:29:00,4,3,4,11,367
13666,127.89999999999999,5,2009-12-04 10:48:00,3,3,1,7,233
13667,299.05,1,2011-07-13 15:42:00,3,1,2,6,200
13668,12607.68,47,2009-12-11 14:28:00,1,5,5,11,367
13669,413.55,3,2010-10-28 15:05:00,2,3,2,7,233
13670,349.7,1,2011-09-25 15:25:00,3,1,2,6,200
13671,172.6,1,2010-11-10 10:50:00,4,1,1,6,200
13672,162.07000000000002,7,2009-12-09 11:40:00,4,4,1,9,300
13673,387.44,2,2011-11-07 15:40:00,2,2,2,6,200
13674,215.88,2,2010-10-03 10:41:00,5,2,1,8,267
13675,486.82000000000005,2,2011-02-28 12:14:00,3,2,2,7,233
13676,153.15,3,2010-03-30 16:53:00,5,3,1,9,300
13677,551.24,2,2010-07-07 17:25:00,4,2,2,8,267
13678,232.6,1,2011-07-11 10:14:00,3,1,1,5,167
13679,281.26,3,2009-12-04 16:52:00,5,3,2,10,333
13680,9899.56,13,2009-12-04 14:14:00,1,5,5,11,367
13681,827.83,4,2011-07-07 15:21:00,1,3,3,7,233
13682,59.5,1,2011-06-05 14:06:00,3,1,1,5,167
13683,258.6,1,2010-09-08 10:00:00,5,1,2,8,267
13684,544.42,6,2010-03-28 14:48:00,4,4,2,10,333
13685,3119.44,7,2011-10-10 12:59:00,1,4,5,10,333
13686,409.04,3,2010-11-03 13:44:00,3,3,2,8,267
13687,11880.84,1,2010-09-27 16:30:00,5,1,5,11,367
13688,375.5,1,2010-03-14 14:11:00,5,1,2,8,267
13689,1259.5,2,2010-09-21 10:27:00,3,2,4,9,300
13690,172.25,1,2011-10-11 15:03:00,3,1,1,5,167
13691,212.78,1,2010-11-08 17:34:00,4,1,1,6,200
13692,3016.4500000000003,8,2010-10-15 13:28:00,2,4,5,11,367
13693,1948.32,13,2009-12-07 11:29:00,4,5,4,13,433
13694,190020.84,164,2009-12-04 15:26:00,1,5,5,11,367
13695,2770.73,16,2010-05-11 11:07:00,2,5,4,11,367
13696,2008.7,4,2010-01-13 12:08:00,5,3,4,12,400
13697,151.29999999999998,1,2011-11-01 09:14:00,2,1,1,4,133
13698,451.73,2,2010-01-27 09:02:00,5,2,2,9,300
13699,711.4,3,2010-06-07 13:03:00,3,3,3,9,300
13700,2569.7200000000003,14,2010-02-07 10:53:00,2,5,4,11,367
13701,159.55,2,2010-09-19 12:39:00,5,2,1,8,267
13702,135.18,1,2010-09-20 11:40:00,5,1,1,7,233
13703,99.5,3,2010-10-20 13:11:00,4,3,1,8,267
13704,2295.31,10,2011-09-12 14:40:00,1,4,4,9,300
13705,1717.19,7,2010-03-25 17:19:00,1,4,4,9,300
13706,631.17,2,2010-03-23 09:18:00,4,2,3,9,300
13707,3365.86,5,2010-06-21 11:57:00,4,3,5,12,400
13708,285.33,1,2011-03-13 13:46:00,4,1,2,7,233
13709,7492.41,22,2010-01-11 10:40:00,1,5,5,11,367
13710,509.52,3,2010-04-06 12:54:00,2,3,2,7,233
13711,1632.6100000000001,15,2009-12-01 14:01:00,4,5,4,13,433
13712,766.42,2,2010-04-08 11:16:00,4,2,3,9,300
13713,740.76,3,2010-05-05 16:48:00,4,3,3,10,333
13714,161.35,1,2010-08-31 13:57:00,5,1,1,7,233
13715,8108.09,21,2010-03-11 15:33:00,4,5,5,14,467
13716,138.28,1,2011-03-15 13:49:00,4,1,1,6,200
13717,1748.05,11,2010-08-11 09:40:00,2,5,4,11,367
13718,306.55,2,2011-02-17 11:58:00,4,2,2,8,267
13719,2783.08,11,2010-05-17 14:36:00,1,5,4,10,333
13720,799.9,4,2011-03-30 09:17:00,3,3,3,9,300
13721,741.54,2,2010-11-09 17:59:00,2,2,3,7,233
13722,5629.16,11,2010-03-03 14:13:00,3,5,5,13,433
13723,1194.08,6,2010-04-07 14:32:00,4,4,4,12,400
13724,213.01,1,2010-03-12 15:28:00,5,1,1,7,233
13725,1809.81,11,2011-02-04 12:18:00,2,5,4,11,367
13726,1079.6599999999999,2,2011-08-31 11:06:00,2,2,3,7,233
13727,1061.4,9,2009-12-09 13:25:00,2,4,3,9,300
13728,2855.17,16,2009-12-09 17:13:00,2,5,5,12,400
13729,676.4300000000001,5,2010-01-24 14:57:00,5,3,3,11,367
13730,752.6,2,2011-07-01 12:47:00,3,2,3,8,267
13731,610.59,2,2011-04-07 10:10:00,4,2,3,9,300
13732,491.86,1,2011-11-11 15:49:00,2,1,2,5,167
13733,484.53000000000003,3,2009-12-04 15:28:00,4,3,2,9,300
13734,3445.34,6,2010-04-16 08:42:00,5,4,5,14,467
13735,9422.36,22,2009-12-13 13:31:00,2,5,5,12,400
13736,2701.27,12,2009-12-06 12:07:00,1,5,4,10,333
13737,339.59999999999997,1,2011-05-23 16:32:00,4,1,2,7,233
13738,434.78000000000003,1,2010-11-08 15:23:00,4,1,2,7,233
13739,292.2,2,2010-06-30 10:25:00,1,2,2,5,167
13740,1582.77,5,2009-12-02 12:22:00,4,3,4,11,367
13741,666.33,4,2011-05-06 13:43:00,3,3,3,9,300
13742,3079.27,14,2011-01-23 14:59:00,1,5,5,11,367
13743,1340.1499999999999,8,2011-03-25 14:46:00,1,4,4,9,300
13744,1080.52,2,2011-02-20 14:08:00,3,2,3,8,267
13745,761.27,4,2010-06-11 17:19:00,3,3,3,9,300
13746,176.69,1,2010-10-22 11:55:00,4,1,1,6,200
13747,169.79999999999998,2,2010-10-11 09:15:00,4,2,1,7,233
13748,2064.35,9,2009-12-01 16:44:00,3,4,4,11,367
13749,-10.25,1,2010-01-07 16:52:00,5,1,1,7,233
13750,3563.6,13,2010-04-01 14:49:00,2,5,5,12,400
13751,296.25,1,2011-02-24 15:56:00,4,1,2,7,233
13752,1579.8300000000002,7,2010-06-30 10:23:00,3,4,4,11,367
13753,2094.57,4,2009-12-03 10:20:00,4,3,4,11,367
13754,447.05,3,2010-09-28 15:29:00,3,3,2,8,267
13755,2101.39,10,2011-10-07 15:45:00,1,4,4,9,300
13756,8595.65,25,2009-12-15 15:18:00,1,5,5,11,367
13757,195.55,1,2010-02-03 12:37:00,5,1,1,7,233
13758,8544.29,19,2009-12-01 10:06:00,1,5,5,11,367
13759,659.4100000000001,2,2011-09-29 15:40:00,2,2,3,7,233
13760,1358.6399999999999,6,2010-04-25 13:10:00,2,4,4,10,333
13761,1952.17,6,2010-02-21 11:08:00,2,4,4,10,333
13762,2165.76,6,2010-01-10 12:13:00,4,4,4,12,400
13763,5181.99,6,2010-09-30 17:39:00,3,4,5,12,400
13764,2919.62,6,2010-03-07 12:56:00,3,4,5,12,400
13765,352.821,1,2010-02-24 13:46:00,5,1,2,8,267
13766,190.35,1,2010-08-01 14:25:00,5,1,1,7,233
13767,33480.82,96,2009-12-01 10:52:00,1,5,5,11,367
13768,758.07,8,2009-12-01 12:33:00,5,4,3,12,400
13769,5444.33,29,2009-12-16 11:59:00,1,5,5,11,367
13770,785.37,4,2009-12-09 14:44:00,5,3,3,11,367
13771,5726.07,10,2010-02-25 12:37:00,3,4,5,12,400
13772,3080.52,9,2010-02-23 13:55:00,2,4,5,11,367
13773,301.54,2,2010-02-18 10:27:00,4,2,2,8,267
13774,345.0,1,2011-09-19 12:06:00,3,1,2,6,200
13775,1049.66,1,2010-04-28 12:15:00,5,1,3,9,300
13776,-340.17,8,2010-01-26 16:51:00,5,4,1,10,333
13777,49218.41,73,2009-12-02 09:47:00,1,5,5,11,367
13778,1116.54,5,2010-05-23 13:34:00,3,3,3,9,300
13779,161.13,1,2010-07-12 11:24:00,5,1,1,7,233
13780,732.07,3,2010-10-28 19:51:00,1,3,3,7,233
13781,770.88,4,2009-12-18 15:46:00,4,3,3,10,333
13782,1778.1299999999999,14,2009-12-06 12:52:00,1,5,4,10,333
13783,1542.09,4,2010-02-04 13:47:00,5,3,4,12,400
13784,2897.18,15,2010-09-15 12:27:00,1,5,5,11,367
13785,542.49,4,2010-09-05 16:01:00,5,3,2,10,333
13786,2505.46,8,2009-12-03 15:32:00,4,4,4,12,400
13787,1173.7,9,2010-01-14 10:13:00,3,4,4,11,367
13788,3.75,1,2010-07-22 15:50:00,5,1,1,7,233
13789,239.45999999999998,1,2010-11-16 15:31:00,4,1,1,6,200
13790,348.8,1,2011-12-05 15:48:00,1,1,2,4,133
13791,1047.68,3,2011-06-24 16:38:00,2,3,3,8,267
13792,383.95,3,2010-10-13 11:05:00,3,3,2,8,267
13793,96.0,1,2010-03-03 08:25:00,5,1,1,7,233
13794,126.03,1,2010-06-11 12:30:00,5,1,1,7,233
13795,836.3,4,2010-03-12 12:44:00,4,3,3,10,333
13796,289.7,1,2010-07-28 14:45:00,5,1,2,8,267
13797,1168.45,4,2010-03-02 12:17:00,5,3,4,12,400
13798,73166.92,125,2009-12-08 16:21:00,1,5,5,11,367
13799,2039.82,13,2010-03-05 16:39:00,3,5,4,12,400
13800,1679.56,3,2009-12-03 10:03:00,4,3,4,11,367
13801,324.8,1,2011-10-04 10:15:00,3,1,2,6,200
13802,25491.56,24,2010-02-16 10:11:00,3,5,5,13,433
13803,1319.1100000000001,4,2010-03-31 10:00:00,4,3,4,11,367
13804,3161.12,9,2010-09-29 10:26:00,2,4,5,11,367
13805,924.6,2,2011-08-02 15:29:00,2,2,3,7,233
13806,256.38,1,2011-10-07 11:43:00,3,1,1,5,167
13807,397.3,4,2009-12-04 12:41:00,4,3,2,9,300
13808,1747.66,5,2011-09-04 12:07:00,1,3,4,8,267
13809,679.7,3,2010-09-05 11:42:00,4,3,3,10,333
13810,899.51,4,2011-10-14 12:57:00,2,3,3,8,267
13811,591.75,4,2011-04-14 18:40:00,3,3,3,9,300
13812,539.0,3,2011-08-26 12:54:00,2,3,2,7,233
13813,2686.42,12,2009-12-06 10:16:00,2,5,4,11,367
13814,2239.07,5,2010-06-30 14:12:00,2,3,4,9,300
13815,7285.79,10,2010-02-12 10:26:00,2,4,5,11,367
13816,555.04,4,2011-10-06 14:37:00,2,3,2,7,233
13817,382.98,2,2010-12-23 11:46:00,2,2,2,6,200
13818,61.28,1,2010-10-06 12:35:00,5,1,1,7,233
13819,2631.1,7,2009-12-01 16:18:00,4,4,4,12,400
13820,632.5,5,2010-01-28 12:05:00,5,3,3,11,367
13821,1355.38,7,2010-01-04 13:36:00,3,4,4,11,367
13822,632.0,2,2011-10-30 15:55:00,1,2,3,6,200
13823,3358.55,8,2009-12-15 14:34:00,2,4,5,11,367
13824,3273.36,14,2010-03-12 15:17:00,2,5,5,12,400
13825,255.59,2,2009-12-09 14:30:00,5,2,1,8,267
13826,174.65,2,2011-06-16 13:48:00,3,2,1,6,200
13827,409.8,3,2011-07-19 15:38:00,2,3,2,7,233
13828,209.49,1,2011-11-17 16:02:00,2,1,1,4,133
13829,0.0,2,2010-10-14 18:19:00,4,2,1,7,233
13830,135.95000000000002,2,2010-05-07 12:24:00,5,2,1,8,267
13831,6571.139999999999,20,2009-12-10 14:50:00,1,5,5,11,367
13832,598.64,3,2010-10-13 14:41:00,1,3,3,7,233
13833,700.41,2,2010-10-31 14:11:00,3,2,3,8,267
13834,247.89,3,2009-12-17 17:47:00,5,3,1,9,300
13835,1044.82,8,2010-03-04 08:26:00,2,4,3,9,300
13836,602.52,3,2010-10-21 13:27:00,4,3,3,10,333
13837,266.59000000000003,2,2011-01-26 12:15:00,4,2,2,8,267
13838,1690.07,10,2010-05-09 11:40:00,1,4,4,9,300
13839,139.95000000000002,1,2010-08-10 13:52:00,5,1,1,7,233
13840,651.4,1,2010-10-19 13:34:00,5,1,3,9,300
13841,85.0,1,2011-04-01 12:10:00,4,1,1,6,200
13842,5294.39,19,2010-02-16 15:54:00,3,5,5,13,433
13843,319.75,1,2010-11-23 17:48:00,4,1,2,7,233
13844,361.62,1,2011-11-28 13:21:00,1,1,2,4,133
13845,312.98,1,2011-10-06 08:25:00,3,1,2,6,200
13846,1290.34,5,2010-11-05 09:47:00,2,3,4,9,300
13847,310.72,1,2009-12-20 10:41:00,5,1,2,8,267
13848,3015.0,8,2009-12-09 16:17:00,3,4,5,12,400
13849,3443.8,6,2010-03-25 12:03:00,2,4,5,11,367
13850,1586.81,2,2011-08-02 14:04:00,3,2,4,9,300
13851,4516.76,9,2010-01-29 11:54:00,3,4,5,12,400
13852,170.45000000000002,2,2010-04-08 09:06:00,5,2,1,8,267
13853,1056.94,2,2011-10-13 14:18:00,1,2,3,6,200
13854,11848.81,45,2010-01-08 11:28:00,1,5,5,11,367
13855,1253.94,5,2009-12-08 16:56:00,5,3,4,12,400
13856,1058.88,15,2010-03-30 15:40:00,3,5,3,11,367
13857,997.11,7,2010-05-17 14:21:00,4,4,3,11,367
13858,216.17,1,2011-10-13 16:17:00,2,1,1,4,133
13859,515.86,2,2010-06-28 15:36:00,4,2,2,8,267
13860,1240.0,6,2011-09-14 09:27:00,1,4,4,9,300
13861,251.31,3,2010-06-27 11:37:00,5,3,1,9,300
13862,2534.04,11,2010-11-15 13:43:00,1,5,4,10,333
13863,1217.63,6,2010-04-25 13:09:00,4,4,4,12,400
13864,662.4000000000001,1,2010-11-18 12:50:00,4,1,3,8,267
13865,501.56,4,2011-02-23 12:04:00,2,3,2,7,233
13866,145.67000000000002,1,2011-09-26 14:54:00,3,1,1,5,167
13867,1005.09,3,2011-05-05 17:28:00,2,3,3,8,267
13868,3192.54,2,2011-11-01 12:45:00,1,2,5,8,267
13869,7996.87,10,2010-01-17 14:53:00,3,4,5,12,400
13870,5689.84,18,2010-02-08 12:08:00,1,5,5,11,367
13871,7804.95,21,2009-12-20 13:09:00,2,5,5,12,400
13872,891.32,6,2009-12-08 19:06:00,5,4,3,12,400
13873,1031.02,9,2010-03-03 12:31:00,3,4,3,10,333
13874,1989.2,10,2009-12-11 13:23:00,4,4,4,12,400
13875,4814.37,14,2009-12-17 10:30:00,2,5,5,12,400
13876,122.7,1,2011-10-07 10:22:00,3,1,1,5,167
13877,446.33,5,2010-01-19 10:53:00,3,3,2,8,267
13878,2416.9,4,2010-04-14 13:50:00,2,3,4,9,300
13879,395.5,1,2010-03-04 10:49:00,5,1,2,8,267
13880,4293.86,17,2010-05-26 14:29:00,2,5,5,12,400
13881,44392.5,51,2010-03-04 14:41:00,1,5,5,11,367
13882,1131.28,6,2011-10-06 15:28:00,1,4,3,8,267
13883,6342.74,26,2009-12-08 17:26:00,1,5,5,11,367
13884,1788.93,14,2010-08-26 19:57:00,1,5,4,10,333
13885,506.8,2,2011-05-23 08:52:00,3,2,2,7,233
13886,243.56,1,2011-09-29 13:17:00,3,1,1,5,167
13887,349.55,1,2011-05-19 17:22:00,4,1,2,7,233
13888,2001.59,7,2010-05-13 11:57:00,3,4,4,11,367
13889,1855.73,8,2010-01-22 14:32:00,3,4,4,11,367
13890,2858.73,22,2009-12-06 15:15:00,1,5,5,11,367
13891,859.21,3,2010-05-06 16:02:00,4,3,3,10,333
13892,1267.6499999999999,6,2010-05-13 10:32:00,2,4,4,10,333
13893,821.1,1,2011-02-15 11:30:00,4,1,3,8,267
13894,535.97,5,2011-02-02 12:54:00,2,3,2,7,233
13895,3923.62,8,2009-12-03 13:09:00,2,4,5,11,367
13896,388.55,1,2010-03-24 08:55:00,5,1,2,8,267
13897,1160.72,3,2010-01-31 13:48:00,2,3,3,8,267
13898,686.4,2,2010-10-24 15:42:00,4,2,3,9,300
13899,388.52,2,2011-03-10 09:30:00,1,2,2,5,167
13900,1608.09,7,2010-03-25 13:46:00,3,4,4,11,367
13901,5599.34,20,2010-01-05 09:29:00,3,5,5,13,433
13902,30411.26,8,2009-12-08 17:13:00,5,4,5,14,467
13903,165.45000000000002,1,2010-11-04 17:44:00,4,1,1,6,200
13904,332.64,2,2011-02-18 11:18:00,2,2,2,6,200
13905,244.45,3,2009-12-07 11:41:00,5,3,1,9,300
13906,42.0,1,2010-10-26 15:00:00,4,1,1,6,200
13907,136.8,1,2010-01-17 12:22:00,5,1,1,7,233
13908,2347.05,5,2011-03-08 12:04:00,3,3,4,10,333
13909,282.85,2,2010-07-06 16:52:00,5,2,2,9,300
13910,-127.66,1,2010-09-22 16:19:00,5,1,1,7,233
13911,4200.04,22,2010-03-01 16:31:00,2,5,5,12,400
13912,124.95,1,2010-10-12 08:43:00,5,1,1,7,233
13913,42.22,1,2010-07-21 10:11:00,5,1,1,7,233
13914,613.95,3,2011-11-03 16:28:00,1,3,3,7,233
13915,31.200000000000003,2,2009-12-08 13:42:00,4,2,1,7,233
13916,1260.51,5,2009-12-01 11:10:00,5,3,4,12,400
13917,272.04,2,2011-06-01 12:46:00,2,2,2,6,200
13918,1212.8400000000001,2,2011-03-31 18:05:00,2,2,4,8,267
13919,1326.03,5,2010-06-17 09:30:00,2,3,4,9,300
13920,1734.88,5,2010-05-26 15:48:00,5,3,4,12,400
13921,720.75,5,2009-12-18 12:19:00,4,3,3,10,333
13922,824.7,5,2010-08-29 14:36:00,4,3,3,10,333
13923,351.13,1,2011-10-17 12:33:00,2,1,2,5,167
13924,1682.08,11,2011-09-28 15:07:00,1,5,4,10,333
13925,616.65,6,2011-07-28 12:09:00,2,4,3,9,300
13926,223.85000000000002,1,2011-11-16 13:16:00,2,1,1,4,133
13927,689.96,3,2010-09-28 16:12:00,3,3,3,9,300
13928,464.57,4,2011-07-29 15:59:00,1,3,2,6,200
13929,3318.1,14,2010-01-14 07:25:00,3,5,5,13,433
13930,337.34,2,2011-07-26 11:00:00,2,2,2,6,200
13931,5250.78,12,2009-12-03 10:26:00,3,5,5,13,433
13932,307.4,1,2011-02-18 12:02:00,4,1,2,7,233
13933,608.7900000000001,2,2011-07-14 13:35:00,3,2,3,8,267
13934,922.1,1,2011-03-21 08:39:00,4,1,3,8,267
13935,6116.92,3,2010-02-25 16:01:00,5,3,5,13,433
13936,924.36,4,2010-10-21 14:21:00,3,3,3,9,300
13937,867.38,3,2010-11-02 12:37:00,3,3,3,9,300
13938,71.66,1,2011-11-04 14:37:00,2,1,1,4,133
13939,1533.66,10,2010-04-06 12:43:00,2,4,4,10,333
13940,839.14,4,2011-07-18 16:05:00,1,3,3,7,233
13941,9826.630000000001,17,2009-12-16 16:10:00,2,5,5,12,400
13942,320.0,1,2010-06-23 12:35:00,5,1,2,8,267
13943,246.54,1,2010-05-11 11:30:00,5,1,1,7,233
13944,200.43,1,2010-02-24 15:02:00,5,1,1,7,233
13945,854.15,2,2010-08-17 09:59:00,4,2,3,9,300
13946,1745.43,7,2009-12-04 11:07:00,3,4,4,11,367
13947,90.6,1,2011-10-05 14:42:00,3,1,1,5,167
13948,536.86,5,2009-12-04 12:14:00,4,3,2,9,300
13949,2427.32,6,2011-09-06 11:55:00,1,4,4,9,300
13950,728.56,5,2011-04-07 11:29:00,1,3,3,7,233
13951,674.45,3,2011-02-18 15:21:00,3,3,3,9,300
13952,12790.891,17,2009-12-16 09:41:00,4,5,5,14,467
13953,6640.68,12,2009-12-11 12:58:00,1,5,5,11,367
13954,378.59,3,2011-09-30 10:52:00,1,3,2,6,200
13955,544.0699999999999,3,2010-11-29 17:35:00,3,3,2,8,267
13956,1019.27,5,2011-03-13 12:51:00,1,3,3,7,233
13957,458.25,3,2010-02-19 10:32:00,5,3,2,10,333
13958,4504.78,12,2009-12-05 13:12:00,4,5,5,14,467
13959,1064.77,6,2010-07-16 15:11:00,3,4,3,10,333
13960,230.22,2,2011-09-29 12:39:00,2,2,1,5,167
13961,498.7,2,2010-11-12 14:40:00,4,2,2,8,267
13962,362.8,3,2010-09-30 10:35:00,2,3,2,7,233
13963,2748.32,18,2010-04-21 16:20:00,4,5,4,13,433
13964,421.9,3,2010-10-05 12:38:00,4,3,2,9,300
13965,777.6600000000001,5,2010-01-05 15:21:00,5,3,3,11,367
13966,384.26,1,2010-09-30 13:08:00,5,1,2,8,267
13967,166.3,2,2010-11-08 13:24:00,3,2,1,6,200
13968,123.66,1,2010-10-12 13:22:00,5,1,1,7,233
13969,12820.36,39,2010-03-25 13:15:00,1,5,5,11,367
13970,846.55,2,2010-09-28 11:53:00,4,2,3,9,300
13971,4593.83,18,2010-01-26 09:51:00,1,5,5,11,367
13972,190.25,2,2011-05-22 11:34:00,3,2,1,6,200
13973,264.7,1,2011-02-25 15:21:00,4,1,2,7,233
13974,663.52,4,2010-05-06 17:55:00,2,3,3,8,267
13975,5224.85,14,2010-02-02 11:10:00,2,5,5,12,400
13976,1192.36,4,2010-02-09 13:08:00,4,3,4,11,367
13977,519.8100000000001,1,2010-10-24 14:08:00,4,1,2,7,233
13978,196.79000000000002,2,2011-10-25 15:04:00,1,2,1,4,133
13979,3290.53,11,2009-12-03 10:02:00,3,5,5,13,433
13980,722.02,9,2010-02-21 14:18:00,3,4,3,10,333
13981,327.39,2,2010-10-20 10:03:00,4,2,2,8,267
13982,3927.49,13,2010-01-20 14:04:00,2,5,5,12,400
13983,6638.85,30,2009-12-09 13:53:00,2,5,5,12,400
13984,1461.32,13,2009-12-07 11:51:00,2,5,4,11,367
13985,9982.31,24,2010-02-09 13:56:00,1,5,5,11,367
13986,320.46,1,2011-11-22 15:00:00,1,1,2,4,133
13987,682.54,2,2010-11-04 09:54:00,4,2,3,9,300
13988,4708.64,11,2010-03-24 11:05:00,2,5,5,12,400
13989,2026.06,5,2010-05-25 12:13:00,3,3,4,10,333
13990,311.3,1,2011-05-10 15:19:00,4,1,2,7,233
13991,847.54,7,2011-07-19 12:58:00,1,4,3,8,267
13992,219.5,3,2010-09-02 17:04:00,2,3,1,6,200
13993,6690.36,24,2009-12-03 11:57:00,2,5,5,12,400
13994,2274.14,6,2011-07-14 18:28:00,1,4,4,9,300
13995,3836.26,18,2009-12-18 12:43:00,1,5,5,11,367
13996,895.76,2,2010-11-05 15:07:00,4,2,3,9,300
13997,376.46,3,2010-06-07 17:33:00,5,3,2,10,333
13998,566.7,3,2010-05-12 13:18:00,5,3,2,10,333
13999,9438.01,36,2009-12-05 12:42:00,1,5,5,11,367
14000,1877.5900000000001,8,2009-12-02 09:50:00,4,4,4,12,400
14001,4216.1,10,2010-08-03 12:49:00,2,4,5,11,367
14002,529.73,2,2011-07-06 14:59:00,3,2,2,7,233
14003,209.41,1,2009-12-07 08:53:00,5,1,1,7,233
14004,6258.45,11,2010-09-30 09:39:00,2,5,5,12,400
14005,2874.72,5,2011-05-08 10:33:00,1,3,5,9,300
14006,2196.67,7,2010-02-25 09:45:00,3,4,4,11,367
14007,79.48,1,2010-07-15 09:06:00,5,1,1,7,233
14008,493.74,2,2010-10-03 13:09:00,4,2,2,8,267
14009,1090.23,4,2010-09-03 12:08:00,4,3,3,10,333
14010,288.09999999999997,3,2010-05-23 12:46:00,5,3,2,10,333
14011,451.91999999999996,3,2010-04-11 13:40:00,5,3,2,10,333
14012,328.8,1,2011-03-07 12:26:00,4,1,2,7,233
14013,1006.22,6,2009-12-07 18:09:00,3,4,3,10,333
14014,1948.21,3,2010-05-12 09:04:00,3,3,4,10,333
14015,917.34,1,2011-10-18 10:02:00,2,1,3,6,200
14016,11379.71,13,2010-01-08 14:12:00,3,5,5,13,433
14017,229.75,1,2010-05-17 14:52:00,5,1,1,7,233
14018,367.15000000000003,1,2010-03-04 14:23:00,5,1,2,8,267
14019,1398.96,4,2011-07-24 15:39:00,2,3,4,9,300
14020,1213.26,5,2010-06-28 15:29:00,1,3,4,8,267
14021,1716.58,7,2010-04-26 11:22:00,3,4,4,11,367
14022,792.15,2,2010-08-10 09:38:00,4,2,3,9,300
14023,584.07,2,2011-04-03 15:50:00,1,2,3,6,200
14024,645.74,3,2010-11-14 10:51:00,3,3,3,9,300
14025,3969.1,10,2010-05-05 09:56:00,5,4,5,14,467
14026,713.11,2,2010-03-24 14:10:00,5,2,3,10,333
14027,104.82,1,2011-10-10 09:01:00,3,1,1,5,167
14028,3175.5,5,2010-06-07 12:02:00,5,3,5,13,433
14029,467.66,2,2011-07-18 16:57:00,3,2,2,7,233
14030,7405.1,22,2009-12-01 13:38:00,1,5,5,11,367
14031,36048.26,55,2009-12-03 15:35:00,1,5,5,11,367
14032,4482.21,25,2009-12-14 12:02:00,1,5,5,11,367
14033,109.44,1,2010-06-02 15:10:00,5,1,1,7,233
14034,509.09,4,2011-07-05 13:06:00,2,3,2,7,233
14035,2790.5,11,2010-04-06 12:39:00,2,5,5,12,400
14036,626.65,1,2011-02-28 09:26:00,4,1,3,8,267
14037,755.95,7,2009-12-07 11:39:00,3,4,3,10,333
14038,3000.93,8,2010-02-04 08:56:00,3,4,5,12,400
14039,267.28000000000003,2,2010-05-13 10:15:00,2,2,2,6,200
14040,12336.08,42,2009-12-01 12:14:00,2,5,5,12,400
14041,141.41,1,2011-03-18 13:25:00,4,1,1,6,200
14042,431.98,1,2009-12-14 15:07:00,5,1,2,8,267
14043,299.65,3,2009-12-10 14:34:00,5,3,2,10,333
14044,3060.75,11,2010-01-24 15:14:00,2,5,5,12,400
14045,9334.23,19,2010-01-08 10:08:00,3,5,5,13,433
14046,154.99,1,2011-02-28 14:48:00,4,1,1,6,200
14047,3881.11,19,2010-02-01 10:05:00,1,5,5,11,367
14048,713.89,4,2010-11-22 14:08:00,4,3,3,10,333
14049,12848.4,18,2010-04-01 14:52:00,1,5,5,11,367
14050,746.36,2,2011-08-25 13:46:00,2,2,3,7,233
14051,21441.48,42,2009-12-03 11:53:00,1,5,5,11,367
14052,466.66,2,2010-11-14 11:37:00,2,2,2,6,200
14053,572.3,4,2010-08-10 11:02:00,3,3,2,8,267
14054,92.46,1,2011-10-05 15:49:00,3,1,1,5,167
14055,1520.96,3,2009-12-16 15:11:00,3,3,4,10,333
14056,8062.46,29,2011-02-28 15:19:00,1,5,5,11,367
14057,8276.1,23,2009-12-03 13:17:00,2,5,5,12,400
14058,469.19,2,2010-06-27 11:29:00,5,2,2,9,300
14059,183.6,1,2011-03-18 10:06:00,4,1,1,6,200
14060,8882.3,32,2010-03-11 09:47:00,1,5,5,11,367
14061,917.4300000000001,3,2009-12-01 18:03:00,5,3,3,11,367
14062,25416.28,27,2009-12-10 14:28:00,1,5,5,11,367
14063,-3767.1999999999994,13,2009-12-08 13:46:00,5,5,1,11,367
14064,2967.57,21,2010-01-21 13:22:00,2,5,5,12,400
14065,889.37,4,2010-10-04 12:03:00,4,3,3,10,333
14066,152.55,1,2011-03-18 12:21:00,4,1,1,6,200
14067,374.7,2,2011-09-04 12:00:00,3,2,2,7,233
14068,1493.32,5,2010-01-31 10:10:00,4,3,4,11,367
14069,225.81,2,2010-05-27 12:30:00,5,2,1,8,267
14070,321.6,1,2010-01-24 12:27:00,5,1,2,8,267
14071,1306.16,9,2011-03-20 11:33:00,1,4,4,9,300
14072,390.85,1,2010-02-11 12:31:00,5,1,2,8,267
14073,139.54,2,2011-11-07 15:49:00,2,2,1,5,167
14074,219.39999999999998,1,2010-03-26 13:55:00,5,1,1,7,233
14075,1734.87,6,2010-06-16 14:47:00,1,4,4,9,300
14076,118.67,1,2011-08-02 15:19:00,3,1,1,5,167
14077,615.0799999999999,6,2010-11-09 16:01:00,2,4,3,9,300
14078,1553.47,9,2010-03-28 15:05:00,3,4,4,11,367
14079,618.73,2,2010-01-26 17:19:00,3,2,3,8,267
